gene	Level1	Level2	Level3	Level4
LMX1B	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MYOC	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CDH13	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
SEMA3G	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
THSD7A	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ENPEP	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CLIC5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
RAB3B	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
DPP4	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ANGPTL2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ITGB5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
RHPN1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
BCAM	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MAGI2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
COL4A3	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
EFNB1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
NPR1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PLOD2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
SRGAP1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
LAMB2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
NPR3	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ITGA3	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PLCE1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PROS1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MERTK	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MYO1D	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
TCF21	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
TNS2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ADM	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
OPTN	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PARD3B	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
SEMA3E	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MYO1E	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
NEBL	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
SH2D4A	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
TDRD5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PTH1R	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
IQGAP2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CTGF	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
FAT1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ILDR2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
FOXD1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
TRIB2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
LOXL2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
COL4A5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
FOXC1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
PLEKHH2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CTNNAL1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
DACH1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
SULF1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
HSPB8	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
KANK1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ADCY1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
DOCK5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CRB2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
LRRC49	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
CORO2B	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ARHGAP24	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
GPRC5A	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
COL4A4	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
AIF1L	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
MET	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
EPB41L5	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
DOCK1	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
AJUBA	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
ZBTB8A	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
WSB2	Epithelial cell	Kidney epithelial cell	Podocytes	Podocytes
AQP2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
SCNN1A	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
AQP3	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
KCNJ1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
AVPR2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
SCNN1G	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
HSD11B2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
FXYD4	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
APELA	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
NPNT	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
SCNN1B	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
KCNE1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
CDH16	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
ADGRG1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TSPAN8	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
CDO1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TMEM45B	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TACSTD2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
PDZK1IP1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
L1CAM	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
CLDN4	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TBCK	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TMEM229A	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
GPRC5B	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
PHACTR1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
CELSR2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
FZD7	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
SLC2A9	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
RNF186	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TRPV5	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
STC1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
PELI2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
KLK1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
ACER2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
AQP4	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
FZD1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
GATA3	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
PTGES	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
TSPAN1	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
NR3C2	Epithelial cell	Kidney epithelial cell	Principal cells	Principal cells
AQP1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
CLDN2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
DPP4	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
ENPEP	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC36A2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC5A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC6A18	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC6A19	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC5A2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
LRP2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
PDZK1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
MIOX	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC34A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
TTC36	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
ASS1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
PCK1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
FUT9	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
KHK	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC4A4	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GLYAT	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
FBP1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A6	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A12	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC47A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
NOX4	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC17A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC13A3	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
CYP2E1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A8	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
FOLR1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC7A13	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
AK4	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC5A8	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GHR	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
UPB1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC17A3	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GCDH	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GSTZ1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
ASL	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
FAH	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
TMEM106A	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GSTA2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
CRYL1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC5A12	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
AOAH	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC13A1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
ABCC2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
PKHD1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC9A8	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SCIN	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
ALPL	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
G6PC	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A13	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC22A7	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC16A9	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
AGXT2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SORD	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SOD3	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
HNF4A	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
HGD	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
OSGIN1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
HSD11B1	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SERPINF2	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
HAAO	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
TFF3	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GNG13	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
SLC23A3	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
GC	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
CACNG5	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
RBP4	Epithelial cell	Kidney epithelial cell	Proximal tubule cells	Proximal tubule cells
MMP11	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
ICAM1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
CTGF	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SEMA3B	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SCNN1B	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SEMA3E	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SCNN1G	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SCNN1A	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
COL4A4	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
CYP4B1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
RTKN2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
CLIC5	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
AKAP5	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
GPRC5A	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SEC14L3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
COL4A3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
CLDN18	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
AGER	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
HOPX	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
AQP5	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
VEGFA	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
IGFBP6	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
PXDC1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
AQP3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
CRLF1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
EGFL6	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
FSTL3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
MEX3B	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
RADIL	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
SMARCA1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
P2RX7	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type I cells	Pulmonary alveolar type I cells
IRX1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
EGFL6	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
CEBPA	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
NKX2-1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
MUC1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
CLDN18	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
AGER	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
LAMP3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SFTA2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SFTPD	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SLC34A2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SFTPB	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SFTPA1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SFTPC	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SDC1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
ADGRF5	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
ABCD3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
SOAT1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
ETV5	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
CD36	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
LPCAT1	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
ABCA3	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
S100G	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
PGC	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
CXCR2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
CXCL2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
GRK2	Epithelial cell	Lung epithelial cell	Pulmonary alveolar type II cells	Pulmonary alveolar type II cells
